Capacity,Occupancy,LastUpdated
3053,609,2016-12-09 09:29:31
3053,899,2016-12-09 09:55:30
3053,1342,2016-12-09 10:29:29
3053,1665,2016-12-09 10:56:33
3053,1962,2016-12-09 11:29:33
3053,2164,2016-12-09 11:56:32
3053,2323,2016-12-09 12:29:31
3053,2428,2016-12-09 13:02:32
3053,2473,2016-12-09 13:29:31
3053,2397,2016-12-09 14:02:34
3053,2305,2016-12-09 14:29:33
3053,2165,2016-12-09 14:56:31
3053,2004,2016-12-09 15:29:34
3053,1805,2016-12-09 16:02:32
3053,1604,2016-12-09 16:29:30
3053,192,2016-12-10 07:59:34
3053,277,2016-12-10 08:29:33
3053,589,2016-12-10 09:02:35
3053,1019,2016-12-10 09:29:38
3053,1414,2016-12-10 09:55:38
3053,1884,2016-12-10 10:29:38
3053,2193,2016-12-10 11:02:39
3053,2393,2016-12-10 11:29:39
3053,2586,2016-12-10 12:02:38
3053,2681,2016-12-10 12:29:40
3053,2703,2016-12-10 12:55:40
3053,2727,2016-12-10 13:29:39
3053,2726,2016-12-10 13:56:35
3053,2748,2016-12-10 14:25:37
3053,2758,2016-12-10 15:02:39
3053,2761,2016-12-10 15:25:39
3053,2703,2016-12-10 15:59:39
3053,2643,2016-12-10 16:25:40
3053,101,2016-12-11 08:02:39
3053,110,2016-12-11 08:19:39
3053,159,2016-12-11 08:59:45
3053,216,2016-12-11 09:26:44
3053,382,2016-12-11 09:59:44
3053,735,2016-12-11 10:25:42
3053,1445,2016-12-11 10:59:45
3053,2022,2016-12-11 11:26:10
3053,2409,2016-12-11 11:59:45
3053,2556,2016-12-11 12:32:41
3053,2592,2016-12-11 13:05:46
3053,2615,2016-12-11 13:26:45
3053,2642,2016-12-11 13:59:44
3053,2644,2016-12-11 14:32:44
3053,2647,2016-12-11 14:59:43
3053,2575,2016-12-11 15:25:45
3053,2347,2016-12-11 15:59:46
3053,2108,2016-12-11 16:25:46
3053,208,2016-12-12 08:02:45
3053,268,2016-12-12 08:29:50
3053,355,2016-12-12 09:02:45
3053,504,2016-12-12 09:29:48
3053,883,2016-12-12 10:02:49
3053,1277,2016-12-12 10:29:50
3053,1686,2016-12-12 11:02:50
3053,2001,2016-12-12 11:29:51
3053,2169,2016-12-12 11:55:49
3053,2313,2016-12-12 12:29:50
3053,2399,2016-12-12 12:56:46
3053,2489,2016-12-12 13:29:50
3053,2472,2016-12-12 14:02:50
3053,2355,2016-12-12 14:29:49
3053,2190,2016-12-12 14:55:51
3053,1962,2016-12-12 15:29:47
3053,1757,2016-12-12 15:56:51
3053,1605,2016-12-12 16:29:51
3053,243,2016-12-13 08:02:51
3053,296,2016-12-13 08:29:53
3053,383,2016-12-13 09:02:55
3053,537,2016-12-13 09:29:54
3053,764,2016-12-13 09:55:56
3053,1178,2016-12-13 10:29:54
3053,1519,2016-12-13 11:02:54
3053,1759,2016-12-13 11:29:55
3053,2013,2016-12-13 12:02:55
3053,2103,2016-12-13 12:29:55
3053,2192,2016-12-13 13:02:55
3053,2209,2016-12-13 13:55:56
3053,2124,2016-12-13 14:29:57
3053,1995,2016-12-13 14:56:52
3053,1835,2016-12-13 15:28:52
3053,1673,2016-12-13 16:02:56
3053,1550,2016-12-13 16:29:56
3053,228,2016-12-14 08:03:01
3053,309,2016-12-14 08:43:00
3053,368,2016-12-14 09:03:01
3053,527,2016-12-14 09:29:57
3053,853,2016-12-14 10:02:59
3053,1167,2016-12-14 10:30:01
3053,1757,2016-12-14 11:30:01
3053,1899,2016-12-14 12:02:58
3053,2013,2016-12-14 12:30:00
3053,2106,2016-12-14 13:03:02
3053,2145,2016-12-14 13:29:57
3053,2166,2016-12-14 14:03:00
3053,2100,2016-12-14 14:30:01
3053,1984,2016-12-14 14:56:03
3053,1814,2016-12-14 15:30:00
3053,1703,2016-12-14 15:56:02
3053,1572,2016-12-14 16:30:00
3053,249,2016-12-15 07:57:02
3053,312,2016-12-15 08:30:06
3053,412,2016-12-15 09:03:06
3053,584,2016-12-15 09:30:04
3053,867,2016-12-15 09:57:02
3053,1254,2016-12-15 10:30:07
3053,1617,2016-12-15 11:03:05
3053,1842,2016-12-15 11:26:03
3053,2046,2016-12-15 12:00:02
3053,2158,2016-12-15 12:26:03
3053,2213,2016-12-15 13:00:07
3053,2235,2016-12-15 13:26:08
3053,2222,2016-12-15 14:00:06
3053,2136,2016-12-15 14:26:06
3053,1937,2016-12-15 15:00:07
3053,1811,2016-12-15 15:26:03
3053,1679,2016-12-15 16:03:03
3053,1549,2016-12-15 16:30:07
3053,260,2016-12-16 07:59:09
3053,335,2016-12-16 08:30:12
3053,500,2016-12-16 09:03:07
3053,750,2016-12-16 09:30:12
3053,1128,2016-12-16 10:03:09
3053,1449,2016-12-16 10:29:08
3053,1797,2016-12-16 11:03:08
3053,1974,2016-12-16 11:30:10
3053,2111,2016-12-16 11:56:10
3053,2251,2016-12-16 12:30:11
3053,2318,2016-12-16 12:56:12
3053,2395,2016-12-16 13:30:12
3053,2381,2016-12-16 13:56:11
3053,2336,2016-12-16 14:30:10
3053,2241,2016-12-16 14:56:11
3053,2144,2016-12-16 15:30:10
3053,1983,2016-12-16 16:03:11
3053,1825,2016-12-16 16:30:12
3053,187,2016-12-17 07:59:15
3053,272,2016-12-17 08:26:15
3053,619,2016-12-17 09:00:13
3053,1040,2016-12-17 09:26:17
3053,1453,2016-12-17 09:59:17
3053,1808,2016-12-17 10:33:17
3053,2035,2016-12-17 11:00:17
3053,2216,2016-12-17 11:33:16
3053,2388,2016-12-17 12:00:17
3053,2538,2016-12-17 12:26:17
3053,2704,2016-12-17 13:00:18
3053,2758,2016-12-17 13:27:17
3053,2794,2016-12-17 14:00:17
3053,2808,2016-12-17 14:30:19
3053,2817,2016-12-17 15:03:18
3053,2785,2016-12-17 15:30:19
3053,2769,2016-12-17 15:57:15
3053,2668,2016-12-17 16:30:16
3053,120,2016-12-18 08:03:24
3053,129,2016-12-18 08:30:20
3053,176,2016-12-18 08:56:20
3053,233,2016-12-18 09:30:21
3053,384,2016-12-18 09:56:24
3053,809,2016-12-18 10:30:23
3053,1484,2016-12-18 11:03:25
3053,2046,2016-12-18 11:30:22
3053,2354,2016-12-18 12:03:23
3053,2555,2016-12-18 12:30:25
3053,2592,2016-12-18 12:56:26
3053,2622,2016-12-18 13:30:26
3053,2641,2016-12-18 14:03:26
3053,2657,2016-12-18 14:30:27
3053,2644,2016-12-18 14:56:25
3053,2551,2016-12-18 15:30:24
3053,2321,2016-12-18 16:03:27
3053,1981,2016-12-18 16:30:25
3053,197,2016-12-19 08:03:29
3053,275,2016-12-19 08:30:28
3053,417,2016-12-19 09:03:33
3053,628,2016-12-19 09:30:30
3053,872,2016-12-19 09:56:32
3053,1362,2016-12-19 10:30:33
3053,1824,2016-12-19 11:03:31
3053,2084,2016-12-19 11:30:30
3053,2335,2016-12-19 12:03:32
3053,2510,2016-12-19 12:30:32
3053,2685,2016-12-19 13:03:30
3053,2764,2016-12-19 13:30:35
3053,2821,2016-12-19 14:03:31
3053,2832,2016-12-19 14:30:33
3053,2738,2016-12-19 15:03:34
3053,2611,2016-12-19 15:29:33
3053,2368,2016-12-19 16:03:35
3053,2174,2016-12-19 16:30:35
1268,74,2016-10-04 07:59:42
1268,107,2016-10-04 08:25:42
1268,166,2016-10-04 08:59:42
1268,213,2016-10-04 09:32:46
1268,237,2016-10-04 09:59:48
1268,258,2016-10-04 10:26:49
1268,263,2016-10-04 10:59:48
1268,261,2016-10-04 11:25:47
1268,270,2016-10-04 11:59:44
1268,267,2016-10-04 12:29:45
1268,260,2016-10-04 13:02:48
1268,246,2016-10-04 13:29:45
1268,240,2016-10-04 14:02:47
1268,234,2016-10-04 14:29:49
1268,218,2016-10-04 14:57:13
1268,215,2016-10-04 15:30:14
1268,189,2016-10-04 16:04:12
1268,159,2016-10-04 16:31:14
1268,99,2016-10-05 07:57:17
1268,156,2016-10-05 08:30:15
1268,206,2016-10-05 09:04:19
1268,219,2016-10-05 09:30:15
1268,233,2016-10-05 10:04:15
1268,245,2016-10-05 10:30:17
1268,260,2016-10-05 11:04:19
1268,249,2016-10-05 11:30:18
1268,241,2016-10-05 12:04:14
1268,240,2016-10-05 12:30:16
1268,239,2016-10-05 12:57:15
1268,234,2016-10-05 13:30:19
1268,230,2016-10-05 13:57:20
1268,207,2016-10-05 14:30:17
1268,191,2016-10-05 14:57:19
1268,174,2016-10-05 15:30:15
1268,159,2016-10-05 16:04:18
1268,127,2016-10-05 16:30:17
1268,74,2016-10-06 07:57:25
1268,115,2016-10-06 08:30:20
1268,165,2016-10-06 08:57:22
1268,194,2016-10-06 09:30:20
1268,230,2016-10-06 10:03:20
1268,241,2016-10-06 10:30:20
1268,250,2016-10-06 10:57:20
1268,266,2016-10-06 11:30:22
1268,277,2016-10-06 12:04:24
1268,275,2016-10-06 12:30:24
1268,273,2016-10-06 12:57:21
1268,264,2016-10-06 13:30:21
1268,250,2016-10-06 13:57:22
1268,231,2016-10-06 14:30:23
1268,212,2016-10-06 15:04:22
1268,202,2016-10-06 15:31:22
1268,173,2016-10-06 16:04:23
1268,149,2016-10-06 16:30:27
1268,82,2016-10-07 08:03:27
1268,122,2016-10-07 08:30:27
1268,165,2016-10-07 09:04:13
1268,187,2016-10-07 09:30:27
1268,203,2016-10-07 09:57:27
1268,220,2016-10-07 10:30:27
1268,228,2016-10-07 10:57:30
1268,233,2016-10-07 11:30:28
1268,230,2016-10-07 12:03:29
1268,221,2016-10-07 12:30:28
1268,222,2016-10-07 13:04:28
1268,217,2016-10-07 13:30:29
1268,203,2016-10-07 14:03:28
1268,185,2016-10-07 14:30:32
1268,171,2016-10-07 15:04:30
1268,165,2016-10-07 15:30:32
1268,153,2016-10-07 15:57:31
1268,124,2016-10-07 16:30:29
1268,30,2016-10-08 07:57:38
1268,40,2016-10-08 08:30:37
1268,57,2016-10-08 08:57:34
1268,67,2016-10-08 09:30:37
1268,86,2016-10-08 10:04:34
1268,105,2016-10-08 10:30:34
1268,133,2016-10-08 10:57:34
1268,155,2016-10-08 11:30:38
1268,175,2016-10-08 12:04:34
1268,187,2016-10-08 12:30:36
1268,201,2016-10-08 13:04:39
1268,212,2016-10-08 13:30:36
1268,229,2016-10-08 14:03:38
1268,234,2016-10-08 14:30:35
1268,243,2016-10-08 14:57:41
1268,230,2016-10-08 15:30:39
1268,227,2016-10-08 16:04:39
1268,216,2016-10-08 16:30:42
1268,12,2016-10-09 08:04:40
1268,15,2016-10-09 08:30:45
1268,23,2016-10-09 09:04:46
1268,40,2016-10-09 09:30:45
1268,47,2016-10-09 09:57:41
1268,74,2016-10-09 10:30:43
1268,103,2016-10-09 11:04:44
1268,132,2016-10-09 11:30:41
1268,148,2016-10-09 11:57:46
1268,158,2016-10-09 12:30:41
1268,163,2016-10-09 13:04:43
1268,153,2016-10-09 13:30:42
1268,138,2016-10-09 14:03:42
1268,130,2016-10-09 14:30:42
1268,112,2016-10-09 15:04:44
1268,101,2016-10-09 15:30:46
1268,78,2016-10-09 16:03:43
1268,59,2016-10-09 16:30:43
1268,78,2016-10-10 08:04:47
1268,105,2016-10-10 08:30:47
1268,145,2016-10-10 09:04:47
1268,160,2016-10-10 09:30:49
1268,179,2016-10-10 10:03:48
1268,194,2016-10-10 10:30:48
1268,198,2016-10-10 10:57:52
1268,208,2016-10-10 11:30:48
1268,214,2016-10-10 11:57:49
1268,218,2016-10-10 12:30:48
1268,209,2016-10-10 13:04:49
1268,210,2016-10-10 13:30:49
1268,215,2016-10-10 14:03:49
1268,205,2016-10-10 14:30:49
1268,187,2016-10-10 14:57:54
1268,180,2016-10-10 15:30:49
1268,170,2016-10-10 15:57:55
1268,147,2016-10-10 16:30:49
1268,85,2016-10-11 08:04:57
1268,113,2016-10-11 08:30:54
1268,163,2016-10-11 08:57:56
1268,190,2016-10-11 09:30:55
1268,196,2016-10-11 09:57:59
1268,199,2016-10-11 10:30:54
1268,211,2016-10-11 10:57:55
1268,214,2016-10-11 11:30:59
1268,216,2016-10-11 12:03:55
1268,216,2016-10-11 12:30:56
1268,214,2016-10-11 13:04:00
1268,212,2016-10-11 13:31:01
1268,199,2016-10-11 14:04:00
1268,196,2016-10-11 14:30:56
1268,182,2016-10-11 15:03:58
1268,175,2016-10-11 15:33:56
1268,155,2016-10-11 16:01:00
1268,140,2016-10-11 16:26:56
1268,94,2016-10-12 08:04:00
1268,131,2016-10-12 08:31:01
1268,180,2016-10-12 09:03:59
1268,191,2016-10-12 09:26:58
1268,198,2016-10-12 10:01:04
1268,210,2016-10-12 10:31:04
1268,220,2016-10-12 11:04:01
1268,228,2016-10-12 11:31:05
1268,244,2016-10-12 12:04:04
1268,246,2016-10-12 12:31:05
1268,243,2016-10-12 13:04:04
1268,242,2016-10-12 13:34:03
1268,245,2016-10-12 14:03:59
1268,234,2016-10-12 14:34:04
1268,231,2016-10-12 15:01:03
1268,231,2016-10-12 15:30:59
1268,222,2016-10-12 15:57:05
1268,207,2016-10-12 16:31:05
1268,75,2016-10-13 07:57:02
1268,128,2016-10-13 08:31:06
1268,170,2016-10-13 09:04:02
1268,188,2016-10-13 09:31:01
1268,207,2016-10-13 09:57:08
1268,223,2016-10-13 10:31:03
1268,236,2016-10-13 11:04:08
1268,236,2016-10-13 11:31:06
1268,241,2016-10-13 11:57:06
1268,245,2016-10-13 12:31:08
1268,256,2016-10-13 13:04:04
1268,258,2016-10-13 13:31:08
1268,255,2016-10-13 13:57:07
1268,239,2016-10-13 14:31:06
1268,235,2016-10-13 15:04:08
1268,217,2016-10-13 15:31:08
1268,191,2016-10-13 16:04:08
1268,169,2016-10-13 16:31:08
1268,106,2016-10-14 08:01:05
1268,145,2016-10-14 08:27:10
1268,216,2016-10-14 09:01:08
1268,265,2016-10-14 09:27:10
1268,303,2016-10-14 10:01:11
1268,332,2016-10-14 10:27:09
1268,363,2016-10-14 11:01:07
1268,375,2016-10-14 11:27:06
1268,384,2016-10-14 12:01:11
1268,381,2016-10-14 12:27:06
1268,393,2016-10-14 13:01:11
1268,374,2016-10-14 13:27:07
1268,357,2016-10-14 14:01:11
1268,326,2016-10-14 14:34:08
1268,297,2016-10-14 15:01:12
1268,240,2016-10-14 15:27:08
1268,186,2016-10-14 16:01:11
1268,165,2016-10-14 16:34:08
1268,24,2016-10-15 08:01:11
1268,25,2016-10-15 08:34:10
1268,31,2016-10-15 09:01:09
1268,36,2016-10-15 09:27:11
1268,48,2016-10-15 10:01:12
1268,71,2016-10-15 10:27:15
1268,101,2016-10-15 11:01:14
1268,118,2016-10-15 11:27:14
1268,147,2016-10-15 12:01:12
1268,162,2016-10-15 12:27:10
1268,182,2016-10-15 13:01:14
1268,200,2016-10-15 13:34:13
1268,203,2016-10-15 14:01:13
1268,192,2016-10-15 14:27:12
1268,181,2016-10-15 15:01:13
1268,165,2016-10-15 15:27:12
1268,155,2016-10-15 16:01:15
1268,139,2016-10-15 16:27:16
1268,52,2016-10-16 08:01:13
1268,89,2016-10-16 08:27:13
1268,130,2016-10-16 09:01:15
1268,176,2016-10-16 09:27:13
1268,228,2016-10-16 10:04:13
1268,243,2016-10-16 10:31:13
1268,264,2016-10-16 11:01:13
1268,285,2016-10-16 11:27:17
1268,323,2016-10-16 12:01:16
1268,325,2016-10-16 12:27:14
1268,312,2016-10-16 13:01:16
1268,277,2016-10-16 13:27:17
1268,195,2016-10-16 14:01:18
1268,158,2016-10-16 14:34:14
1268,143,2016-10-16 15:01:18
1268,122,2016-10-16 15:31:18
1268,102,2016-10-16 15:57:16
1268,75,2016-10-16 16:31:17
1268,82,2016-10-17 08:01:16
1268,123,2016-10-17 08:27:16
1268,169,2016-10-17 09:01:17
1268,179,2016-10-17 09:27:20
1268,192,2016-10-17 10:04:20
1268,208,2016-10-17 10:31:16
1268,227,2016-10-17 11:04:20
1268,250,2016-10-17 11:31:18
1268,273,2016-10-17 12:04:19
1268,289,2016-10-17 12:31:21
1268,290,2016-10-17 12:57:17
1268,295,2016-10-17 13:31:21
1268,299,2016-10-17 14:04:21
1268,301,2016-10-17 14:31:21
1268,286,2016-10-17 14:57:18
1268,290,2016-10-17 15:31:21
1268,312,2016-10-17 15:57:17
1268,324,2016-10-17 16:28:21
1268,89,2016-10-18 08:01:23
1268,115,2016-10-18 08:28:25
1268,176,2016-10-18 09:01:23
1268,213,2016-10-18 09:28:22
1268,239,2016-10-18 10:01:25
1268,256,2016-10-18 10:28:58
1268,277,2016-10-18 11:01:57
1268,297,2016-10-18 11:27:56
1268,310,2016-10-18 12:01:59
1268,324,2016-10-18 12:27:57
1268,324,2016-10-18 13:01:56
1268,319,2016-10-18 13:28:57
1268,318,2016-10-18 13:54:59
1268,313,2016-10-18 14:27:56
1268,312,2016-10-18 15:01:58
1268,290,2016-10-18 15:27:59
1268,302,2016-10-18 15:55:00
1268,303,2016-10-18 16:27:54
1268,78,2016-10-19 08:05:03
1268,109,2016-10-19 08:25:01
1268,169,2016-10-19 08:58:05
1268,190,2016-10-19 09:32:04
1268,206,2016-10-19 09:58:04
1268,222,2016-10-19 10:25:04
1268,238,2016-10-19 10:59:00
1268,251,2016-10-19 11:25:04
1268,260,2016-10-19 11:59:05
1268,266,2016-10-19 12:25:00
1268,274,2016-10-19 12:58:01
1268,267,2016-10-19 13:25:03
1268,257,2016-10-19 13:58:02
1268,252,2016-10-19 14:32:03
1268,249,2016-10-19 14:58:03
1268,239,2016-10-19 15:32:05
1268,230,2016-10-19 15:59:01
1268,217,2016-10-19 16:25:03
1268,18,2016-10-22 07:59:45
1268,18,2016-10-22 08:26:46
1268,23,2016-10-22 08:59:44
1268,37,2016-10-22 09:26:47
1268,57,2016-10-22 09:59:44
1268,73,2016-10-22 10:26:47
1268,103,2016-10-22 10:59:47
1268,135,2016-10-22 11:32:43
1268,162,2016-10-22 11:59:46
1268,197,2016-10-22 12:32:47
1268,215,2016-10-22 12:59:47
1268,226,2016-10-22 13:32:43
1268,228,2016-10-22 13:59:48
1268,221,2016-10-22 14:39:47
1268,219,2016-10-22 14:59:48
1268,212,2016-10-22 15:26:49
1268,220,2016-10-22 15:59:47
1268,230,2016-10-22 16:26:47
1268,13,2016-10-23 07:59:48
1268,14,2016-10-23 08:26:51
1268,27,2016-10-23 08:59:50
1268,34,2016-10-23 09:26:51
1268,59,2016-10-23 09:59:52
1268,85,2016-10-23 10:26:53
1268,122,2016-10-23 10:59:53
1268,137,2016-10-23 11:26:49
1268,168,2016-10-23 11:59:50
1268,181,2016-10-23 12:26:51
1268,195,2016-10-23 13:06:52
1268,184,2016-10-23 13:26:55
1268,168,2016-10-23 13:59:53
1268,160,2016-10-23 14:26:51
1268,143,2016-10-23 14:59:53
1268,128,2016-10-23 15:26:56
1268,115,2016-10-23 15:59:54
1268,98,2016-10-23 16:26:57
1268,62,2016-10-24 07:56:56
1268,110,2016-10-24 08:29:56
1268,143,2016-10-24 09:03:01
1268,151,2016-10-24 09:30:01
1268,168,2016-10-24 09:55:57
1268,199,2016-10-24 10:30:02
1268,225,2016-10-24 11:03:03
1268,251,2016-10-24 11:29:57
1268,271,2016-10-24 12:02:57
1268,280,2016-10-24 12:30:03
1268,281,2016-10-24 12:56:58
1268,272,2016-10-24 13:30:03
1268,266,2016-10-24 13:56:01
1268,254,2016-10-24 14:30:02
1268,229,2016-10-24 14:56:02
1268,199,2016-10-24 15:32:59
1268,174,2016-10-24 16:00:04
1268,147,2016-10-24 16:33:03
1268,67,2016-10-25 08:00:03
1268,124,2016-10-25 08:26:08
1268,167,2016-10-25 09:00:03
1268,184,2016-10-25 09:19:19
1268,201,2016-10-25 09:56:19
1268,242,2016-10-25 10:29:19
1268,264,2016-10-25 10:56:23
1268,296,2016-10-25 11:29:22
1268,328,2016-10-25 12:02:23
1268,333,2016-10-25 12:29:21
1268,334,2016-10-25 13:03:20
1268,332,2016-10-25 13:29:24
1268,335,2016-10-25 13:56:21
1268,331,2016-10-25 14:29:23
1268,306,2016-10-25 15:02:24
1268,299,2016-10-25 15:29:22
1268,272,2016-10-25 15:56:25
1268,281,2016-10-25 16:29:22
1268,67,2016-10-26 07:59:26
1268,112,2016-10-26 08:32:27
1268,138,2016-10-26 08:59:29
1268,160,2016-10-26 09:26:27
1268,179,2016-10-26 09:59:25
1268,203,2016-10-26 10:26:30
1268,253,2016-10-26 10:59:30
1268,282,2016-10-26 11:26:28
1268,338,2016-10-26 11:59:29
1268,406,2016-10-26 12:26:27
1268,473,2016-10-26 12:59:31
1268,530,2016-10-26 13:26:32
1268,653,2016-10-26 13:59:26
1268,682,2016-10-26 14:26:26
1268,670,2016-10-26 14:59:30
1268,652,2016-10-26 15:26:30
1268,615,2016-10-26 15:59:32
1268,544,2016-10-26 16:32:30
1268,58,2016-10-27 07:59:33
1268,137,2016-10-27 08:32:33
1268,208,2016-10-27 08:59:33
1268,281,2016-10-27 09:32:35
1268,430,2016-10-27 09:59:37
1268,554,2016-10-27 10:25:37
1268,600,2016-10-27 10:59:38
1268,629,2016-10-27 11:32:32
1268,654,2016-10-27 11:59:38
1268,738,2016-10-27 12:26:35
1268,670,2016-10-27 12:59:36
1268,651,2016-10-27 13:32:35
1268,625,2016-10-27 13:59:37
1268,613,2016-10-27 14:26:38
1268,574,2016-10-27 14:59:37
1268,544,2016-10-27 15:26:33
1268,493,2016-10-27 15:59:38
1268,457,2016-10-27 16:26:39
1268,96,2016-10-28 08:16:41
1268,96,2016-10-28 08:16:41
1268,186,2016-10-28 08:56:40
1268,264,2016-10-28 09:29:43
1268,412,2016-10-28 10:02:44
1268,461,2016-10-28 10:29:41
1268,491,2016-10-28 10:56:43
1268,516,2016-10-28 11:29:44
1268,549,2016-10-28 12:02:44
1268,578,2016-10-28 12:29:45
1268,424,2016-10-28 13:02:43
1268,461,2016-10-28 13:29:45
1268,542,2016-10-28 14:02:39
1268,551,2016-10-28 14:29:45
1268,500,2016-10-28 15:02:43
1268,464,2016-10-28 15:29:41
1268,426,2016-10-28 16:02:40
1268,396,2016-10-28 16:29:42
1268,17,2016-10-29 07:59:48
1268,28,2016-10-29 08:26:46
1268,67,2016-10-29 08:59:48
1268,175,2016-10-29 09:26:50
1268,417,2016-10-29 09:59:51
1268,542,2016-10-29 10:26:49
1268,589,2016-10-29 10:59:46
1268,608,2016-10-29 11:25:51
1268,698,2016-10-29 12:06:51
1268,719,2016-10-29 12:26:46
1268,512,2016-10-29 12:59:51
1268,433,2016-10-29 13:26:47
1268,531,2016-10-29 13:59:51
1268,615,2016-10-29 14:26:50
1268,582,2016-10-29 14:59:51
1268,559,2016-10-29 15:26:52
1268,558,2016-10-29 15:59:51
1268,553,2016-10-29 16:26:53
1268,10,2016-10-30 07:59:55
1268,10,2016-10-30 07:59:55
1268,10,2016-10-30 07:59:55
1268,14,2016-10-30 08:25:53
1268,16,2016-10-30 08:59:52
1268,18,2016-10-30 09:25:57
1268,27,2016-10-30 09:59:52
1268,51,2016-10-30 10:25:54
1268,80,2016-10-30 10:59:56
1268,107,2016-10-30 11:25:55
1268,166,2016-10-30 11:59:58
1268,198,2016-10-30 12:26:54
1268,285,2016-10-30 13:06:59
1268,353,2016-10-30 13:25:59
1268,533,2016-10-30 13:59:59
1268,616,2016-10-30 14:32:54
1268,605,2016-10-30 15:00:00
1268,583,2016-10-30 15:32:59
1268,62,2016-10-31 08:00:03
1268,100,2016-10-31 08:26:02
1268,132,2016-10-31 09:00:00
1268,147,2016-10-31 09:26:03
1268,161,2016-10-31 10:00:05
1268,184,2016-10-31 10:26:02
1268,202,2016-10-31 11:00:02
1268,217,2016-10-31 11:26:04
1268,225,2016-10-31 12:00:04
1268,223,2016-10-31 12:26:06
1268,222,2016-10-31 13:00:06
1268,223,2016-10-31 13:26:01
1268,215,2016-10-31 13:59:47
1268,196,2016-10-31 14:26:05
1268,172,2016-10-31 15:00:03
1268,163,2016-10-31 15:27:04
1268,145,2016-10-31 16:00:07
1268,123,2016-10-31 16:26:06
1268,89,2016-11-01 08:06:07
1268,114,2016-11-01 08:26:07
1268,163,2016-11-01 09:00:08
1268,191,2016-11-01 09:26:12
1268,211,2016-11-01 10:00:08
1268,210,2016-11-01 10:26:11
1268,222,2016-11-01 11:00:09
1268,225,2016-11-01 11:26:11
1268,236,2016-11-01 12:00:08
1268,238,2016-11-01 12:26:12
1268,245,2016-11-01 13:00:12
1268,239,2016-11-01 13:26:12
1268,231,2016-11-01 14:00:09
1268,223,2016-11-01 14:26:10
1268,198,2016-11-01 15:00:12
1268,188,2016-11-01 15:27:09
1268,170,2016-11-01 16:00:09
1268,152,2016-11-01 16:33:14
1268,68,2016-11-02 07:56:18
1268,122,2016-11-02 08:30:14
1268,161,2016-11-02 08:56:14
1268,188,2016-11-02 09:30:15
1268,210,2016-11-02 09:56:15
1268,221,2016-11-02 10:29:19
1268,232,2016-11-02 10:56:16
1268,239,2016-11-02 11:30:19
1268,243,2016-11-02 11:56:19
1268,249,2016-11-02 12:30:20
1268,248,2016-11-02 13:03:20
1268,241,2016-11-02 13:30:18
1268,242,2016-11-02 14:03:20
1268,244,2016-11-02 14:30:16
1268,241,2016-11-02 14:56:19
1268,228,2016-11-02 15:29:19
1268,225,2016-11-02 16:03:20
1268,208,2016-11-02 16:30:18
1268,62,2016-11-03 08:00:22
1268,98,2016-11-03 08:26:26
1268,165,2016-11-03 09:00:22
1268,186,2016-11-03 09:26:22
1268,209,2016-11-03 10:00:22
1268,213,2016-11-03 10:26:25
1268,225,2016-11-03 11:00:24
1268,231,2016-11-03 11:26:27
1268,237,2016-11-03 12:00:26
1268,241,2016-11-03 12:26:27
1268,245,2016-11-03 12:59:26
1268,249,2016-11-03 13:26:26
1268,236,2016-11-03 13:59:26
1268,232,2016-11-03 14:26:23
1268,218,2016-11-03 15:00:23
1268,210,2016-11-03 15:26:24
1268,210,2016-11-03 16:03:28
1268,197,2016-11-03 16:30:27
1268,70,2016-11-04 08:00:29
1268,109,2016-11-04 08:26:32
1268,154,2016-11-04 08:59:32
1268,170,2016-11-04 09:33:32
1268,179,2016-11-04 10:00:29
1268,197,2016-11-04 10:26:31
1268,206,2016-11-04 11:00:33
1268,215,2016-11-04 11:33:31
1268,231,2016-11-04 12:00:31
1268,227,2016-11-04 12:33:34
1268,229,2016-11-04 13:00:30
1268,219,2016-11-04 13:26:33
1268,221,2016-11-04 13:59:31
1268,217,2016-11-04 14:26:30
1268,214,2016-11-04 15:00:30
1268,210,2016-11-04 15:26:30
1268,221,2016-11-04 16:00:33
1268,228,2016-11-04 16:26:30
1268,11,2016-11-05 08:00:35
1268,10,2016-11-05 08:26:35
1268,11,2016-11-05 08:59:37
1268,11,2016-11-05 09:26:38
1268,20,2016-11-05 09:59:37
1268,46,2016-11-05 10:33:38
1268,64,2016-11-05 10:59:39
1268,77,2016-11-05 11:26:38
1268,97,2016-11-05 12:06:39
1268,96,2016-11-05 12:26:41
1268,114,2016-11-05 13:00:37
1268,124,2016-11-05 13:33:39
1268,122,2016-11-05 13:59:41
1268,113,2016-11-05 14:26:39
1268,107,2016-11-05 15:00:40
1268,92,2016-11-05 15:26:40
1268,74,2016-11-05 16:00:41
1268,54,2016-11-05 16:26:40
1268,8,2016-11-06 08:00:42
1268,9,2016-11-06 08:26:43
1268,15,2016-11-06 09:00:42
1268,12,2016-11-06 09:33:44
1268,25,2016-11-06 10:00:43
1268,47,2016-11-06 10:26:46
1268,71,2016-11-06 10:59:45
1268,93,2016-11-06 11:26:44
1268,106,2016-11-06 11:59:43
1268,105,2016-11-06 12:26:47
1268,112,2016-11-06 13:06:45
1268,111,2016-11-06 13:26:43
1268,108,2016-11-06 13:59:46
1268,95,2016-11-06 14:33:47
1268,86,2016-11-06 15:00:47
1268,74,2016-11-06 15:26:45
1268,57,2016-11-06 15:59:48
